SERIAL NUMBER,VIOLATION STATUS, VIOLATION CODE,VIOLATION DESCRIPTION
DAG5QU33P,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAGZHOW9V,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAGZHOW9V,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAGZHOW9V,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAH82CYIR,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAH82CYIR,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAH82CYIR,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAH82CYIR,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DAIE00K2H,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAIM0XFGA,HOUSING NON-CRITICAL,H069,WIRING - PREMISES
DAJ5RY4EC,HOUSING NON-CRITICAL,H044,FAUCET FIXTURES - UNIT
DAJ5RY4EC,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DALE0FLD5,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DALE0FLD5,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DALE0FLD5,HOUSING CRITICAL,H019,MISSING COMFORT HEAT - UNIT
DALE0FLD5,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DALNDRYZD,HOUSING NON-CRITICAL,H001,COCKROACHES - UNIT
DAMHK0Q2H,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAQ4HF1JV,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAQDMAEJW,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAQDMAEJW,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAQRCH5BP,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAR2T00YV,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DARJ0VJWA,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAT2E0JJC,HOUSING NON-CRITICAL,H001,COCKROACHES - UNIT
DAWU2MQCU,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DAYIFG4O3,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAYIFG4O3,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAYQQZ7CA,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAYQQZ7CA,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAZG0Y9FA,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DAZG0Y9FA,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DAZG0Y9FA,HOUSING CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAZG0Y9FA,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAZG0Y9FA,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DA00MAVQP,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA00MAVQP,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA00MAVQP,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA00MAVQP,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA062RKKD,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA062RKKD,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DA062RKKD,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA09SSAWH,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA0ENFSO6,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA0ENFSO6,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA31PSOBB,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA6LCLC80,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA6LCLC80,HOUSING NON-CRITICAL,H088,ANIMALS - PREMISES
DA6LCLC80,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA6LOORRU,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA6LOORRU,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA6LOORRU,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA6LOORRU,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAA0CTWXP,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DABNUU2B2,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DABNUU2B2,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DABNUU2B2,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DABNUU2B2,HOUSING NON-CRITICAL,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DABNUU2B2,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DADIZSFPH,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAEZCZHKW,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAEZCZHKW,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DAEZCZHKW,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAEZCZHKW,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAEZCZHKW,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAEZCZHKW,HOUSING NON-CRITICAL,H001,COCKROACHES - UNIT
DAHWI4NB6,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAHWI4NB6,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAIFWGGY2,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAJ693CIG,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAJ693CIG,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAJICPOZZ,HOUSING CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAK9PBTIZ,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAP0UAEC4,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAQRSDM8C,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DARM0GTWH,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DARWO0PAF,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAT5Q08DK,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAT5Q08DK,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DATRAFV11,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DATSQSMPZ,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAVBGIO8J,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DAVBGIO8J,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DAW7DNGLQ,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAZ6BE8QL,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA0FHP0L0,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA0I033EA,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA0IGYOWP,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA0JMABSV,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA2IMOOB9,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA5SS0KB2,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA5SS0KB2,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA5VIXC9V,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA7A7B7YT,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA8IWRDH4,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA8MT7G3G,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA8MT7G3G,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DAAKE2D9D,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAAMALFXR,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DABBZFYCB,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAD8S9QU4,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAETQIGEV,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAETQIGEV,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAF70YI46,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAFDK0F0O,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAFSDZTTX,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAFSDZTTX,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAG9A3CXY,HOUSING NON-CRITICAL,H010,SEWER/DRAIN LINES - UNIT
DAGBCB06B,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAGBCB06B,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAGBCB06B,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAGN3PEC8,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAGRLOC9O,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAGRLOC9O,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAGRLOC9O,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAIIGD0OU,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAIIGD0OU,HOUSING NON-CRITICAL,H066,SEWER/DRAIN LINES - PREMISES
DAIIGD0OU,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAIRXVIR0,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAIRXVIR0,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAIRXVIR0,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DAJNS70UG,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAJNS70UG,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAJNS70UG,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAJYLSXCY,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAKU0QE6V,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAL8KOZ8B,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DALGLSZYM,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DALGLSZYM,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAMEAMVF5,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DAMMR0FFZ,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DAMONYOXX,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAMONYOXX,HOUSING NON-CRITICAL,H066,SEWER/DRAIN LINES - PREMISES
DAMUO4YOB,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DANLSGKR8,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DANOBUYUD,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DANOBUYUD,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DANRG5R8S,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAOBDAPWD,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAOVTGS2N,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAOVTGS2N,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAPGGXQJ8,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DAPYB29XK,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAPYB29XK,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAPYB29XK,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DARATMO5N,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DARATMO5N,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DARATMO5N,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DATVBZDJD,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAUIW9D0O,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAUSHKY2U,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAUSHKY2U,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAUSHKY2U,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAVSTCDQY,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAVSXEQGG,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAVTTPGKB,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAX1SZVTO,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAXVDLWD0,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAXVTCRWO,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAYQZCX1B,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAYQZCX1B,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAZ25TWCD,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAZKD5SWG,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAZKD5SWG,HOUSING NON-CRITICAL,H057,COCKROACHES - PREMISES
DAZKD5SWG,HOUSING NON-CRITICAL,H093,VENTILATION - PREMISES
DAZKD5SWG,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DA08BSXU0,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA08BSXU0,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA08BSXU0,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA0MS0DS0,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA0MS0DS0,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA2BEN0Q9,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA5BMLTZW,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA5BMLTZW,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA5BMLTZW,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA7TA0EK0,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA7TA0EK0,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA7TA0EK0,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA9QDQI5I,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAARBYKM5,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAARBYKM5,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAARBYKM5,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAAW9MRU9,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAB045AMI,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DACXMZKXF,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DADGRMW72,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DADQ2XLZT,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DADQ2XLZT,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DADQ2XLZT,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAEGRSR1R,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAFEI1UXY,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAFEI1UXY,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DAFEI1UXY,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAFNBOXQP,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAFUU2TZA,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAFUU2TZA,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DAG8NPVU0,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAHPS1SXJ,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAJRC3RFJ,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAJXGJ7MB,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DALZOG4MU,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DALZOG4MU,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAMN2OVLK,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAMN2OVLK,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DAO02NO4F,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAOBWQMEM,HOUSING NON-CRITICAL,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DAOBWQMEM,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAOBWQMEM,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAOIDBG9F,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAOUNCJXN,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAOUNCJXN,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAOUNCJXN,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAOUNCJXN,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAQZN7O9C,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DARHIPOLK,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DARHIPOLK,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DARKEFG7G,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DATCLFOUF,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAUCSTZFL,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAUMGBTM3,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAUS51NYP,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAXGYXKYY,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DAYD9RP4M,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAYP5B7LD,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAYQDCGCB,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DAYWHA42H,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DAYXELUV4,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA00Y0Y2Y,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA00Y0Y2Y,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA00Y0Y2Y,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA00Y0Y2Y,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA00Y0Y2Y,HOUSING NON-CRITICAL,H001,COCKROACHES - UNIT
DA09B9CME,HOUSING NON-CRITICAL,H040,VENT SCREENS - UNIT
DA0DKGIWJ,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA0DKGIWJ,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DA0N6KCL1,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA0S9GAHD,HOUSING NON-CRITICAL,H017,INOPERABLE - UNIT
DA0S9GAHD,HOUSING NON-CRITICAL,H012,OUTLET/FIXTURES - UNIT
DA1TBVCWH,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA1TBVCWH,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA1TBVCWH,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA20LQNB3,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA20LQNB3,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA20LQNB3,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA355YPEX,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA355YPEX,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA6VPBCEO,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA6VPBCEO,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA89L8D0C,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAAF1AX1G,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAAF1AX1G,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAAZ5IZ1Y,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DABRBHUTW,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DACHNLO90,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DACHNLO90,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DACHNLO90,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DADDGLKRN,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DADIIT0ZH,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DADIIT0ZH,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DAE858JPO,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAFJJPZW0,HOUSING NON-CRITICAL,H044,FAUCET FIXTURES - UNIT
DAFJJPZW0,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DAFJJPZW0,HOUSING NON-CRITICAL,H016,FIXTURES - UNIT
DAJ0KLT4L,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DAJ7NEFJB,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAJOI1KSA,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAKMV27UY,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAMCVS9GC,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DAMCVS9GC,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAMGF6M7M,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAMGF6M7M,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DANBXACTM,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DANBXACTM,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DANPCRHGI,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DAPFHH9TD,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DAPFHH9TD,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DAPFHH9TD,HOUSING NON-CRITICAL,H057,COCKROACHES - PREMISES
DAPFHH9TD,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DAPFHH9TD,HOUSING NON-CRITICAL,H001,COCKROACHES - UNIT
DAPFHH9TD,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DAT6K8237,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DAT6K8237,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DAT6K8237,HOUSING NON-CRITICAL,H001,COCKROACHES - UNIT
DAT6K8237,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DAUZ2QQXK,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
